24,5299,2.5,1166728155
600,69606,4,1344136337
263,3147,3.5,1434025061
595,1358,5,938962157
13,3801,3,968045198
73,51662,3,1461783977
625,445,3,1019128877
62,58025,3,1216487091
363,1291,4.5,1218566898
313,1127,3,959931362
431,539,2,1172909125
96,196,3,1016317721
621,54272,2,1455532300
248,7,3,953361791
510,5483,3.5,1093277836
491,736,3,851786086
16,94777,2.5,1338697968
102,318,4,1292402404
389,6223,1,1059711593
200,8403,2,1214654439
408,52,5,962647368
126,68319,0.5,1269736273
122,587,3,836906093
665,112852,4.5,1441100650
548,8958,4.5,1131634966
207,1321,3,900784476
672,4993,5,1064245483
616,2571,4.5,1408778656
453,2729,1.5,1133735950
86,586,3,837512268
531,1073,4,879014545
18,8914,4.5,1127470716
86,592,4,837506709
403,52973,3.5,1443394632
565,1347,4,974708857
323,2686,3,974698800
29,2028,3,938942529
288,130520,4,1469163190
603,778,5,842356111
465,317,2,829912558
314,1345,3,1124136576
166,246,3,1111980924
472,586,2.5,1239746516
389,1092,2,946531679
519,1760,1,945362389
625,124859,2,1448298599
616,86190,4,1425504561
198,780,5,975429453
195,150,4,848098173
649,55721,4,1279400736
214,65567,2.5,1462644085
179,6979,3.5,1437428144
389,39,3,946533260
312,3259,3,1077052316
381,104841,3.5,1398564633
642,300,4,834636572
49,69757,4.5,1305605276
74,3489,3.5,1255597607
215,364,5,978469195
214,87306,4,1462638052
389,2580,5,946509253
597,6378,3.5,1138658852
296,1954,4,1112545132
597,595,3,1139402926
453,3436,2,976421196
476,95441,3,1447255667
103,3549,5,957980939
144,1288,2,1149650080
347,1921,4,1044651135
581,1246,3.5,1165900324
573,55276,3.5,1436779862
149,4878,4,1059604483
625,3740,3,1019128386
16,4958,1,1469330599
286,2058,4,965091428
107,6377,4.5,1215818402
609,2682,5,958825935
31,23,4,945278756
666,3285,1,1010198155
435,866,4,886372990
499,6934,3,1166907546
31,4410,4,1039066447
240,3175,4,991858341
20,1171,3,855192740
548,1343,4,1022958349
649,48738,4,1173568944
177,39,1,1341002026
575,62434,4,1232812882
134,1028,3,1416149837
440,4478,3,1041115230
131,1201,4,1138998626
565,1325,1,974710177
296,3994,3,1112545934
197,3624,5,959223469
625,39444,3,1184426926
492,2395,3,940795571
74,2716,4.5,1282545089
87,30,5,848161285
239,72998,2.5,1459368113
6,41566,4,1163374144
107,8360,3.5,1215818302
237,8188,5,1109966867
381,88744,3,1324429219
548,103372,4,1383625799
42,8499,4,1093888986
271,122886,4,1469256835
469,608,4,1296194220
292,520,3,1111488674
565,2318,5,974832715
520,1194,5,1471150616
82,26150,5,1307172805
433,4034,4,1138381365
409,1252,4,933034219
482,49272,3.5,1437002277
532,6711,1,1244288191
476,102125,2.5,1447329585
629,1262,3,1413103940
579,2959,3.5,1418984545
233,902,4,955093253
16,4030,2,997937459
359,2863,2,957794507
183,708,4,845745077
132,356,5,992138595
69,912,4,1249807876
197,3510,5,958511738
312,5418,5,1062016121
82,6641,4.5,1307173663
462,6,4,1091067217
464,708,4,1050499651
356,5630,3,1130104726
362,9,3,864051357
562,3994,1.5,1172694561
57,456,4,1467005160
461,6711,4.5,1072836398
74,1197,5,1255506722
115,333,5,838365737
16,85414,4,1316395607
451,5952,1,1475737170
555,1968,3,1012750439
152,587,5,847296802
625,3578,4,1019124292
214,109864,3.5,1462644084
660,1073,4,857298553
312,420,0.5,1062015789
339,168,3,841656756
523,508,3.5,1391375657
655,454,4,1145391891
258,1945,3.5,1338007081
625,3390,2,1019125722
625,52730,2.5,1232207756
158,71535,3.5,1291665385
202,6,5,1110421617
214,115149,2.5,1462634437
440,5810,4,1041112924
120,1799,3,913048721
37,57,4,847057727
269,936,3.5,1314911369
57,457,4,1467004832
284,41571,3,1165210488
106,1889,4,1085580269
88,52,4,858623240
548,25937,2.5,1118499401
488,34,3,832836378
381,1721,3,949367125
244,4857,4,1094221537
374,1682,3,938980029
103,1931,4,956591762
213,3263,1,1218408370
581,923,3,1155484522
530,26375,2.5,1105155573
458,3438,2.5,1471385376
4,736,3.5,1298932787
20,25,3,855190091
588,8933,5,1112457242
57,2797,4,1467005707
642,253,4,834636332
126,1201,4.5,1269735930
545,356,4,1435787001
548,8042,4.5,1085447146
499,3033,5,1166907929
351,3623,4,1003179610
432,3916,4,1165548638
309,611,2,854376689
665,593,4.5,1343746707
252,91485,4,1476550703
16,1945,4,997938954
453,1041,4,976425190
515,1111,5,853893326
112,480,3.5,1097429669
443,491,3.5,1227917217
472,1032,4,1239748285
6,1193,3,1163374173
642,1407,5,856747910
586,1873,3,974607128
594,47,4,835463672
371,1756,3.5,1096510933
443,33615,4.5,1227967630
469,5202,3,1296194879
510,1208,5,939325800
529,2282,3,1143758279
129,1777,4,1049683603
288,110730,5,1469161193
535,839,2,973440862
598,2807,3,940705987
16,2722,2,1033344732
90,1240,4.5,1257620479
124,3219,5,994021153
121,1997,3,1167420253
312,8385,3,1091465391
296,316,4.5,1100132139
472,55577,3.5,1273433596
443,260,5,1227919947
432,1873,3,1165546702
103,1120,4,957894466
312,2000,4,1080681666
313,1097,3,959935483
562,6711,2,1172696239
581,1387,3.5,1155616411
502,64034,4.5,1283138309
74,97913,3.5,1369206362
151,1918,3.5,1114309094
29,913,4,938943150
429,2716,5,1304132102
548,281,3.5,1053171818
314,47,4,1105354631
581,6440,4,1155617357
397,539,3,834998588
100,160,2,938586337
235,5445,4.5,1213808409
304,1022,3,1299437849
484,648,4,1465387522
89,7361,4,1239766978
521,1089,4,1142026006
246,3386,5,1011317749
560,1292,5,903144572
276,8784,5,1350259388
453,5008,4,1112044801
608,762,2,1148585681
57,48322,5,1469073222
137,1210,3.5,1405977273
300,8507,3.5,1344184780
408,3285,3,966182321
351,4321,4,1011046655
462,41566,3,1150091773
354,163,3.5,1137410796
49,87520,3,1317277220
581,3994,4,1155484849
624,1438,3,1225255417
560,2080,4,903144750
368,42738,3,1138381468
462,1377,2,1091049675
473,2731,4,962170023
83,420,1,835973488
419,31427,4.5,1142087655
286,293,5,965090957
363,40629,2,1221861669
271,3949,5,1469278342
519,2581,5,945361690
284,27808,3,1118808604
581,3091,4,1156128814
120,3699,4,960671856
538,1246,4,879520984
278,133195,3,1463682552
619,2160,4,1009555216
462,1704,4.5,1090907848
612,8533,3.5,1471521665
192,185,3,839925608
16,1207,3,1044347743
283,32,3.5,1111493903
625,100498,1.5,1395514136
76,1376,0.5,1143048164
31,5705,4,1033880263
110,442,2.5,1153229745
133,66097,5,1284797425
565,1043,2,974843527
31,3735,5,986739028
625,2034,3,1019133126
515,24,1,853896519
666,34,2,995233440
632,1722,3,897771194
312,3654,4,1091465440
602,63082,4,1270254640
603,47,4,842356712
548,5339,3.5,1175979044
448,150,4,832492563
74,233,4,1406171065
520,7022,5,1468755425
506,3360,3,1340409350
588,4848,3,1111626373
381,463,3,968949106
563,1517,5,1167426681
565,1416,3,974843041
274,96821,4.5,1466944067
390,349,4,829492315
166,1430,2.5,1111544609
606,1079,4,980177421
666,3563,2,992838474
429,1237,4.5,1304175433
74,1241,4,1464751206
458,3253,3.5,1471384750
345,1291,5,850725278
314,1573,3.5,1105355059
536,442,3,838631432
322,1892,2,939399420
186,1253,4,1003523544
464,908,4,1049922352
468,1537,4,942047345
434,4226,2.5,1417929825
317,59369,2,1460822778
190,3761,4,968095257
358,454,4,832768870
18,1210,3.5,1127473503
22,1090,4,853848134
271,52328,3.5,1469306720
470,2915,3.5,1282471397
31,6084,3,1043687080
625,104076,1.5,1402162552
538,940,4,879502851
596,2028,1,965077092
70,2,3.5,1366831701
55,68157,4.5,1352836322
548,1193,4,974809940
458,2405,2,1471385503
625,2533,2,1041617295
358,161,4,832768614
28,1213,4,939080935
653,6333,3.5,1439489461
473,2723,4,939003123
611,30810,3.5,1348595923
272,2028,4,1107785352
151,1580,2.5,1113907470
64,2858,5,1080482377
353,112175,3.5,1420521872
413,3173,2,993090755
616,4886,4.5,1425504753
493,1614,2,898107789
473,1361,5,949995614
233,1459,2,955086367
597,8798,4,1142088218
190,2720,1,968093150
563,364,4.5,1167428432
119,1089,4,951009349
90,49272,4,1257620285
510,508,3,939341988
307,357,4,939717947
199,3147,3.5,1068822174
588,26663,4,1160393770
565,2626,4,974834922
428,5446,5,1042555931
251,1193,5,1469700415
312,1293,5,898526635
585,1573,3.5,1273564913
386,145,4,836679646
371,953,4.5,1096496354
125,33493,3.5,1147861644
31,527,5,945121654
484,115149,4,1465387563
21,6516,4,1224043284
314,1198,4,1105354657
647,364,5,953704051
389,2263,3,946534556
154,1617,3,1046739028
535,1518,3,973376075
87,585,5,848161811
548,78116,3.5,1285807685
469,6858,3.5,1296194519
576,4639,2,1018056493
57,1682,5,1467003127
161,1307,5,974257378
96,1322,2,1019023613
625,109673,1.5,1430653744
318,316,5,847633469
22,969,5,853850728
581,41997,4,1165900387
627,2433,2,974768972
354,6936,3.5,1140388909
131,2083,4,1139003860
151,1961,3,1114308749
156,1206,4,943350327
495,593,4.5,1342748986
666,661,3,992909509
597,7460,3,1138732071
147,736,3.5,1256071551
424,94939,4.5,1353701629
105,6365,3.5,1446674123
453,1703,1,976422623
158,48394,4,1291599055
74,1748,4,1354676118
286,2683,2,965092257
653,99615,4,1439587013
289,31,3,845862722
70,5,5,1366831985
649,7034,3.5,1138478407
548,1332,1.5,1308399120
625,4978,3,1080652891
204,2688,4.5,1226321113
192,356,4,839925631
576,1009,3,1012598076
225,55,4,839010002
469,2454,3,1296201684
233,3246,5,955084924
412,1754,4,944929202
312,376,3,1093021967
304,2000,2,1299489514
74,51662,3,1255501684
106,3476,4,1085640021
666,2139,5,992909099
443,65,1,1227917301
20,1206,4,855191478
469,2747,4,1296203142
493,1644,2,898107753
35,2662,4,973747591
111,266,3,840100546
196,2291,2,977756127
307,900,3,940246648
413,550,2,993086487
293,432,2.5,1140049440
510,6538,4,1093280013
288,2003,4.5,1470166867
78,3702,4,1163265859
94,4085,3.5,1304992960
166,1661,1.5,1111544643
288,102903,5,1470598366
226,661,3,845565888
609,509,4,939362289
359,2369,3,957481045
653,477,4,1439585232
18,8690,3,1127471144
325,92259,2.5,1451519647
213,59103,2.5,1227938934
196,2139,3,975748444
94,78499,5,1304992451
89,256,0.5,1239755560
254,2858,4.5,1215831157
243,185,4,956686266
133,48394,4,1283421257
481,8361,4,1339455271
131,5782,3.5,1138997691
672,1673,3.5,1063500961
196,34,4,976288815
188,59418,5,1233449519
535,1370,3,973375852
50,1391,3,978041342
510,180,2,985745354
126,1729,3,1269735987
624,1580,3.5,1225256122
453,5360,2,1019314625
233,2724,3,955085127
597,5872,3.5,1138705190
49,44555,4.5,1305604909
529,3513,3,1141606182
424,4552,3.5,1355155703
388,950,5,974682461
233,1513,5,955091192
651,92,3,844884000
469,6874,3,1296196088
215,1028,5,978469256
202,5418,4,1110498357
582,5832,0.5,1259726087
16,3752,1,997937971
510,1678,3,939340876
613,364,4,1455638876
521,780,2.5,1143503541
304,1092,3,1299590759
481,4878,2.5,1339284110
565,1234,5,974712016
74,3949,4,1255504813
209,5364,4,1402598427
186,3159,4,1003523251
510,4886,4.5,1093277523
214,6873,2,1462639692
548,1909,3,1022680545
74,2005,5,1306826463
57,1094,2,1470351007
312,3020,3,1077051954
454,3175,4,994621810
575,1923,3.5,1232914700
228,2384,1,913134321
609,2890,4,958825850
74,95147,3.5,1437711595
354,49272,4,1208220491
31,1135,3,945294700
135,8810,4,1361246386
381,140711,3.5,1465156767
103,3675,4,959975931
435,783,4,886373673
597,5459,3,1139404326
416,780,4,848984886
565,1438,1,974839481
201,2762,1.5,1438024902
259,3528,4,955313446
655,434,4,1145391885
599,3147,4,1008571635
120,1081,4,952583089
24,3405,3.5,1148721102
406,1927,4,1097697929
343,448,4,945125095
607,73860,3,1380431943
18,7982,3.5,1127471336
120,592,4,913232794
140,1917,0.5,1066860579
100,1183,3,938585037
578,2355,4.5,1127368675
16,6934,1.5,1338699263
387,2686,4,1047028742
538,1614,4,879502240
356,1517,4,1130105844
419,1580,4,1132178344
602,69757,4,1270254221
241,6711,3.5,1098940999
545,8638,4.5,1435790121
9,6377,4,1154389474
653,1961,4,1439493382
576,1387,4,1012598152
428,5445,2,1025186493
102,5952,5,1292402713
16,95558,1,1357109941
319,805,4,862902751
639,2478,4.5,1307558482
551,494,3,942669930
408,551,5,962646653
611,2881,2.5,1348595126
244,3785,3,1094227117
625,1676,4,1019124600
146,592,5,845421514
74,3328,4.5,1355922434
606,953,5,980195678
214,85131,2,1462639164
282,7086,3,1113796611
453,3274,2,976426314
31,596,4,960918653
501,64034,4.5,1229528514
625,2105,4,1019124493
145,349,5,837455205
530,2921,2,959965628
197,3494,4,959223827
233,946,3,955085965
380,2329,4,1378180267
548,2973,3,974780201
307,1517,4,939717947
583,1204,3,1122170506
519,1569,2,945361813
399,3555,4,978406387
263,7029,3,1433901703
243,994,5,956683645
292,4128,4,1111488898
563,592,4.5,1167428526
16,115617,1.5,1425875413
581,2027,2,1156128270
92,1036,5,1448798146
481,380,3.5,1272668458
608,34405,5,1157590005
259,3494,5,955313505
86,616,4,837512681
389,333,4,946523932
389,3448,5,973840591
538,914,5,879503317
379,37729,4,1443295136
598,2527,3,940707230
469,8340,3,1296201577
73,1270,3,1461778751
483,2634,5,949292332
406,4002,1.5,1061361214
655,4025,4,1145392919
464,1097,4,1050439234
473,1171,3,939071962
201,103141,4,1457720210
458,10,2,1471385100
74,6857,3.5,1264405832
320,480,4,834759730
245,1544,3.5,1448175420
103,3360,4,957893804
58,1918,3,907761919
27,720,3,1351544331
313,1385,4,959931646
103,2730,4,956599860
127,410,4,833286488
421,907,3,892820411
548,1299,5,974809917
565,3108,4,974713412
112,497,4,1097431077
530,6126,4,1250799382
243,3363,5,956689409
469,1729,3,1296196742
35,2105,4,973747765
347,4952,3,1044651062
300,70,4.5,1344188827
62,2,3.5,1216051639
74,239,3,1437711199
179,3471,3,1437428141
161,2739,5,974257730
461,6296,4,1072839374
388,1253,3,974670428
565,2525,3,974709245
371,7379,4,1099365698
666,339,3,995232733
214,46062,2,1462639928
286,1923,1,965091889
186,527,5,1003524122
383,150,3,1371773058
641,107,3,860951390
16,3185,2,1033344958
24,1231,4,1166036046
18,4552,4,1127474968
576,590,3,1012594600
215,2467,5,978417948
304,63082,4,1299489204
649,6618,4.5,1138487568
129,4308,5,1049690302
648,2231,4,947293233
588,3468,5,1284472441
269,53953,3.5,1314888991
251,1517,4,1469807395
481,1680,3,1339455518
616,3593,1.5,1408778321
74,802,3,1418785517
347,26585,3.5,1159124937
244,1527,4,1094220786
346,32,5,1106948903
135,5574,4.5,1361244676
79,1136,3,1274050885
271,54503,3.5,1469278482
510,1299,4,940015238
561,2514,3.5,1452851843
549,786,3,857405447
576,3156,2,1012606417
79,1644,4.5,1327288610
214,8361,4,1462637761
526,4213,4,1024928940
100,3967,4,1015037795
98,33004,3.5,1460342888
649,293,4.5,1138487533
640,161,4,833991762
585,70286,5,1271762400
153,750,3,1335900366
379,551,4,1443292516
578,3034,5,1111476546
120,3169,4,945993269
12,58295,4.5,1391657459
429,77455,4.5,1304136806
549,593,4,857405918
214,2529,1.5,1462638374
581,3408,2.5,1165899841
15,2628,3,976243933
435,1206,4,886376131
624,5349,4,1225256036
403,1777,3,1462946586
407,1784,4,1447951706
458,786,1.5,1471385526
354,7004,2,1111489205
611,56367,4,1348595792
398,3972,4,1268904399
475,3104,4,976163143
93,253,2,848525694
263,72731,3,1434332559
391,628,2,867072919
153,2944,3,1335899937
538,229,4,879520728
105,110,4.5,1446673724
345,474,4,850725246
103,921,4,956600034
248,454,4,953362911
381,91658,4,1370885530
586,1077,5,975363032
199,1222,5,1068823085
37,321,5,847058110
263,2719,2,1434332477
157,3948,5,1277429905
374,1721,3,938979816
213,1042,4,1218402386
534,1263,3,965316627
510,588,3.5,1093299695
432,337,5,1140455213
312,4508,3,1091465216
629,1197,1.5,1413103918
313,474,3,959931375
196,3977,1,975418973
43,110,4,1473258241
473,11,3,944321835
424,8157,4.5,1354045427
213,3751,3,1218404819
40,168,3,832525093
106,3996,3.5,1085573843
344,1485,4,881166015
476,4370,2.5,1447072235
383,6377,4.5,1371772666
243,1296,4,956687159
213,2995,2,1227937089
248,368,3,953272112
343,1276,5,945123947
565,468,2,974837201
453,468,3,976422605
538,1321,3,879503262
655,1693,4.5,1145393758
453,1545,4,976419417
78,329,2,1163253047
461,1245,4.5,1072836486
614,2968,4,1208297670
519,203,4,945364027
473,2580,4,939141057
33,440,4,834828302
565,2072,3,974837080
510,1670,4,940017090
60,34153,4,1144756402
468,2434,5,939063365
354,8340,3.5,1125833503
538,1358,5,879502404
214,104312,3,1462644084
31,203,3,994458432
266,1673,3,960060787
16,1784,3,1033345287
515,805,3,853892958
20,924,4,855191289
401,435,3,840205253
665,36517,2.5,1343746952
79,2107,3,1344470388
151,1616,3,1130906048
548,44665,3,1156906514
200,84615,3,1317045017
62,1035,4,1216052131
625,4161,3,1052647694
581,5128,2,1156128623
565,3386,4,974841338
6,4995,4.5,1163373616
119,1407,3,951009585
312,1590,0.5,1062015814
469,3676,4.5,1296204007
312,1304,2.5,1062015246
469,67504,5,1296199673
249,750,5,1031528009
633,4008,4,1263846240
424,5060,4,1353691031
402,2327,4,977458579
140,1210,5,1066861138
186,4993,5,1019787591
213,47254,2.5,1229149478
57,750,2,1467003164
266,1222,3,960060458
308,55290,4,1209039858
213,3891,1,1229149491
565,2029,4,974837697
158,51662,3.5,1292893170
225,43,4,828213150
16,1258,4,997938219
158,58376,3.5,1292893005
428,8129,1.5,1110945325
214,5618,2.5,1462637546
672,2324,4,1063500858
165,4027,4,1179031032
16,246,5,997938656
289,553,3,845862516
178,628,5,907380849
586,1217,5,975364960
360,922,3.5,1339227831
464,2355,4,1049913431
565,1546,1,974712764
41,48516,5,1466993384
